Time_min,ReactorTemp,Pressure_bar,Volume_m3,Agitator_Speed_rpm,Coolant_Flow_m3_s,Feed_Flow_m3_s,Coolant_delatT_K,fault_type,source_file
0.0,313.05892002794764,1.2,5.724499523355576,800,0.0,0.0,5.077143200000023,0,normalbatch1.csv
0.5,313.59472251729954,1.2,5.75129305932612,800,0.3457246817569897,0.0008921997599792,8.388683228571438,0,normalbatch1.csv
1.0,314.8357273431503,1.2,5.778021339679865,800,0.6700709646771121,0.000867787682071,11.379812806802704,0,normalbatch1.csv
1.5,315.4641511157168,1.2,5.804677744758794,800,1.0,0.0009070338191227,14.08108758710722,0,normalbatch1.csv
2.0,316.35030970219265,1.2,5.831114496094617,800,1.0,0.0008788428157475,16.519992540716032,0,normalbatch1.csv
2.5,317.02923525758314,1.2,5.857608348245296,800,1.0,0.000849656635326,15.426475641600234,0,normalbatch1.csv
3.0,318.2899050177953,1.2,5.884410178315112,800,1.0,0.0008832249681402,15.89537209478118,0,normalbatch1.csv
3.5,318.8487829794778,1.2,5.911412062312327,800,0.9867640022101934,0.0008983289934,18.140563961944903,0,normalbatch1.csv
4.0,320.09417972808785,1.2,5.938085933960525,800,0.9846758290883388,0.0008759634744553,20.166929117950133,0,normalbatch1.csv
4.5,320.9220054381031,1.2,5.964649822031807,800,1.0,0.0008777072825291,21.995525192431103,0,normalbatch1.csv
5.0,322.22351273509497,1.2,5.991481416138367,800,0.9948152916250204,0.0008855072682883,23.64497330743768,0,normalbatch1.csv
5.5,322.95541414606004,1.2,6.018339521105233,800,1.0,0.0008919865194557,24.884455240062664,0,normalbatch1.csv
6.0,324.47255844833694,1.2,6.0449241357945755,800,1.0,0.0008731350445412,24.439170807675737,0,normalbatch1.csv
6.5,325.4050372726128,1.2,6.07139931158734,800,0.9810629671591016,0.0009201067367768,25.837389940278054,0,normalbatch1.csv
7.0,327.34696725356065,1.2,6.098308078511074,800,1.0,0.0008844807445465,27.097455650727795,0,normalbatch1.csv
7.5,328.368433590308,1.2,6.124653674330902,800,1.0,0.0008982855521487,28.23231756018231,0,normalbatch1.csv
8.0,330.3580720078714,1.2,6.151383947011676,800,0.9818122598921752,0.0009026631773686,27.136969344926857,0,normalbatch1.csv
8.5,331.67502640930354,1.2,6.1779954954160585,800,0.9912991593832922,0.0008577384460198,25.582786340648113,0,normalbatch1.csv
9.0,333.8453125837151,1.2,6.204753285743373,800,0.9938042999119115,0.0008872859533036,26.841997422491147,0,normalbatch1.csv
9.5,335.3806623049148,1.2,6.231704183312278,800,1.0,0.0009040520947822,27.976688553682493,0,normalbatch1.csv
10.0,338.45301279460426,1.2,6.258403625330279,800,0.9925558877418664,0.0009145720417804,27.821305767617503,0,normalbatch1.csv
10.5,340.2281950154719,1.2,6.285302594817253,800,0.9824057497029433,0.0008919012074391,27.615999599272985,0,normalbatch1.csv
11.0,343.85858916675954,1.2,6.312040017516325,800,1.0,0.0009048121228788,28.658417008866024,0,normalbatch1.csv
11.5,346.6679486006833,1.2,6.338939551907988,800,1.0,0.0008679386685411,29.596801474688338,0,normalbatch1.csv
12.0,351.6446150582095,1.2,6.365844590625222,800,0.9873444975851158,0.0008747014215091,30.44094867709896,0,normalbatch1.csv
12.5,352.96293401051645,1.2,6.39254388564085,800,0.9910340655880652,0.0009000776625086,29.243059726899048,0,normalbatch1.csv
13.0,353.14240974831176,1.2,6.4189511297066915,800,0.9978594042216312,0.0008828167083635,30.108993610051527,0,normalbatch1.csv
13.5,353.0062700521163,1.2,6.445684896049539,800,0.9885407012520993,0.0009001864418015,30.88762998052283,0,normalbatch1.csv
14.0,353.03762979117494,1.2,6.471981240660339,800,1.0,0.0008590788569909,31.587412306187332,0,normalbatch1.csv
14.5,352.86535791547243,1.2,6.498859660185343,800,1.0,0.000872770781001,32.21593671512187,0,normalbatch1.csv
15.0,353.0433975322245,1.2,6.5256179853250496,800,0.9938839323649454,0.0009039719341995,32.779895323205494,0,normalbatch1.csv
15.5,352.7840070192543,1.2,6.55222711022985,800,0.995038477007593,0.0008937850826339,33.28553079718591,0,normalbatch1.csv
16.0,353.2107612112192,1.2,6.578838930681263,800,0.9925219032609496,0.0008963703815569,32.622928359358696,0,normalbatch1.csv
16.5,352.86952090145195,1.2,6.605320609890005,800,0.994060509028386,0.0008786758310258,33.13237361084833,0,normalbatch1.csv
17.0,352.90722183471877,1.2,6.632353759568486,800,0.9932743177004068,0.0009024001955313,33.58863383838661,0,normalbatch1.csv
17.5,352.98173399915737,1.2,6.659210396317949,800,0.9870125061588576,0.0008722051945093,33.99671039663548,0,normalbatch1.csv
18.0,353.20865495451983,1.2,6.685471117613461,800,0.9876054534719632,0.000865419033413,32.597848235051174,0,normalbatch1.csv
18.5,352.6739306397512,1.2,6.712601490381921,800,0.9824619924832544,0.0008959063824424,29.97682870790345,0,normalbatch1.csv
19.0,353.1019963845088,1.2,6.739568789011519,800,0.9936653776818716,0.0009081652457639,30.916970116674577,0,normalbatch1.csv
19.5,352.85845604059466,1.2,6.766280763742613,800,1.0,0.0009133310688228,31.762548562705547,0,normalbatch1.csv
20.0,353.08458691960766,1.2,6.792899328104344,800,1.0,0.0009066494392774,32.522610413876464,0,normalbatch1.csv
20.5,352.98230574632015,1.2,6.819862802232045,800,0.9906432149782244,0.0009322980120894,33.20517986017393,0,normalbatch1.csv
21.0,353.11779935942917,1.2,6.8459123517273195,800,1.0,0.0008643952324155,30.522597502062126,0,normalbatch1.csv
21.5,352.983320797307,1.2,6.872664203718277,800,0.994022041032932,0.0008973434189972,29.55376806377052,0,normalbatch1.csv
22.0,353.0618675220038,1.2,6.899056837395131,800,0.9879293983700416,0.0008931625138737,30.498160314839993,0,normalbatch1.csv
22.5,352.98818641379734,1.2,6.925820396348739,800,1.0,0.000907198997452,31.347611532474275,0,normalbatch1.csv
23.0,353.180826806496,1.2,6.952641433193139,800,1.0,0.0008903149157192,32.11138071033389,0,normalbatch1.csv
23.5,353.0063907343964,1.2,6.9792522356224325,800,1.0,0.0008781267079988,32.79741401411161,0,normalbatch1.csv
24.0,353.10319574708006,1.2,7.005968519894386,800,0.9843786180725445,0.0008942729691625,33.16523492705335,0,normalbatch1.csv
24.5,352.9961748120601,1.2,7.032741459210085,800,0.9895557885807368,0.0008922326712774,31.931304810191136,0,normalbatch1.csv
25.0,353.2228097342904,1.2,7.059495962168019,800,0.985692291699397,0.0009021564240756,32.6159873711253,0,normalbatch1.csv
25.5,352.84146626071936,1.2,7.086575893491081,800,0.9921797175543912,0.0009054023878672,33.23047237387527,0,normalbatch1.csv
26.0,352.89631480304297,1.2,7.113212277319471,800,0.9945214026683618,0.0008993976764684,33.781237452553796,0,normalbatch1.csv
26.5,352.62124036640535,1.2,7.1400519219461,800,1.0,0.0008985887811536,32.157420676120125,0,normalbatch1.csv
27.0,352.3656975504623,1.2,7.166649494322785,800,0.9898495299777578,0.0008852905192655,30.125099449822983,0,normalbatch1.csv
27.5,352.0879377435405,1.2,7.193270134474202,800,1.0,0.0008769148697967,30.95170928317316,0,normalbatch1.csv
28.0,351.79792320985547,1.2,7.219955650095377,800,0.997094420202095,0.0008880826153765,31.69499928477569,0,normalbatch1.csv
28.5,351.21680382486454,1.2,7.24690161492045,800,0.998225630081778,0.0008651133207492,31.185491667177985,0,normalbatch1.csv
29.0,350.85276834130485,1.2,7.273608019542426,800,1.0,0.0008805311855304,30.659786841732455,0,normalbatch1.csv
29.5,350.4785727980826,1.2,7.299987208618143,800,0.9931332667279784,0.0008970658312743,31.41231975204363,0,normalbatch1.csv
30.0,350.0485776576063,1.2,7.32683672778975,800,0.9908941964190848,0.0008811849081162,32.088427766134714,0,normalbatch1.csv
30.5,349.38312172761556,1.2,7.353421434858581,800,0.9882327670918358,0.0008534293557071,32.69527722650281,0,normalbatch1.csv
31.0,349.1749367103306,1.2,7.380597375862335,800,1.0,0.0009118793943823,31.28269031921684,0,normalbatch1.csv
31.5,348.91277799056974,1.2,7.407253988525321,800,0.9999473260557736,0.0009184362466699,31.95437366976762,0,normalbatch1.csv
32.0,348.623438044186,1.2,7.433599131585834,800,0.99273994344079,0.0009006396571305,32.55725955836118,0,normalbatch1.csv
