Time_min,ReactorTemp,Pressure_bar,Volume_m3,Agitator_Speed_rpm,Coolant_Flow_m3_s,Feed_Flow_m3_s,Coolant_delatT_K
0.0,299.99111406996593,1.2,5.724499523355576,900,0.0,0.0,5.077143200000023
0.5,300.5767841507658,1.2,5.751331633522243,900,0.0255969393822447,0.0008784509463194,8.388683228571438
1.0,301.1207920055957,1.2,5.778253802688613,900,0.4213906891912211,0.0009043783881326,11.379812806802704
1.5,301.79500948457616,1.2,5.805435754228398,900,0.8040963153536651,0.0008750279216373,14.08108758710722
2.0,302.5427373058154,1.2,5.83239592036441,900,1.0,0.0008861042712742,16.519992540716032
2.5,302.9374441730528,1.2,5.8591343981218955,900,0.9960466754245236,0.0008992472869197,15.426475641600234
3.0,303.7284580179298,1.2,5.885722505373709,900,1.0,0.0008973231460051,15.89537209478118
3.5,304.22033581835984,1.2,5.9128292048190065,900,0.998482869673896,0.0008789298234724,18.140563961944906
4.0,305.05388032802114,1.2,5.939760642969758,900,1.0,0.0008981890340416,20.166929117950133
4.5,305.5531574017061,1.2,5.966639863892273,900,0.99593561796894,0.0008913852141774,21.995525192431103
5.0,305.8531459949847,1.2,5.993266821181809,900,0.9978198242948216,0.0009020020003332,23.64497330743768
5.5,306.59269069783176,1.2,6.019738579309657,900,1.0,0.0009045892840872,24.884455240062664
6.0,307.14906726408884,1.2,6.046818483673281,900,0.99956272417281,0.0008974649299898,24.439170807675737
6.5,307.5630537677112,1.2,6.073441349576008,900,0.9973315078556216,0.0008831773305781,25.837389940278058
7.0,308.3850615751083,1.2,6.100546792438727,900,1.0,0.0009006160019741,27.097455650727795
7.5,308.45889791462594,1.2,6.12741109368132,900,1.0,0.0008975465958699,28.23231756018231
8.0,309.0130274414451,1.2,6.153857940512649,900,1.0,0.0008552505012989,27.136969344926854
8.5,309.56059097233845,1.2,6.180650092953378,900,0.9972319549495452,0.0009136787451144,25.582786340648113
9.0,309.9619924419833,1.2,6.2075355821320715,900,1.0,0.0008760779989144,26.841997422491147
9.5,310.4911692585224,1.2,6.233782094244496,900,1.0,0.00087131139607,27.976688553682493
10.0,310.9111527184485,1.2,6.26058719011519,900,0.9867033738100518,0.0008726482840661,27.821305767617503
10.5,311.3801347959422,1.2,6.287139370361981,900,0.9964080314799936,0.0008696710251093,27.615999599272982
11.0,311.6012871521586,1.2,6.3138843683978525,900,0.9870289668332703,0.000894126016827,28.658417008866024
11.5,312.2204456516601,1.2,6.340748691291773,900,1.0,0.0009218647731129,29.596801474688334
12.0,312.34983421367195,1.2,6.3673523168447534,900,1.0,0.0008831476530279,30.44094867709896
12.5,312.8108730898541,1.2,6.394148690439959,900,1.0,0.0008880706692961,29.243059726899048
