Time_min,ReactorTemp,Pressure_bar,Volume_m3,Agitator_Speed_rpm,Coolant_Flow_m3_s,Feed_Flow_m3_s,Coolant_delatT_K
0.0,314.8682191602592,1.2,6.869399428026692,800,0.0,0.0,7.218053668214303
0.5,314.30917528055585,1.2202913538744784,6.9009762207943695,800,0.0550548984498532,0.0010397473994925,10.27270409389233
1.0,315.989556294809,1.2498886377410499,6.933023492371002,800,0.4294117265268034,0.0010683615089223,13.252599985268375
1.5,316.4484962627758,1.282398070572059,6.9651405487129345,800,0.7441172898400943,0.0010544049010526,16.059732756632275
2.0,315.7834221878172,1.3149912740486787,6.997110308099147,800,0.8839764312184262,0.0010666408476582,18.710842221063256
2.5,316.8199208218804,1.3471546409842627,7.029336133024573,800,1.0,0.0010907882477774,17.72361642230999
3.0,316.05801622853494,1.378941493743923,7.061682712264869,800,1.0,0.0011024358677608,17.66795323670614
3.5,317.68007394229005,1.4105844255278497,7.094153572741377,800,0.9988415359404604,0.0010740901453623,20.279111175569582
4.0,316.8751388633254,1.4403551407882027,7.125502029625002,800,0.992248744989782,0.001047022454559,21.984241984144305
4.5,317.9204635451288,1.4699023999934664,7.158041445781988,800,1.0,0.0010731349291176,23.659028404210574
5.0,318.8792776995512,1.4899674666644889,7.189908602807292,800,0.9997345637176372,0.0010544321883705,25.890952245335118
5.5,318.7800087117141,1.4966558222214963,7.222240594376247,800,0.9882322111149632,0.0011144772060323,27.335702464277666
6.0,319.598367458802,1.498885274073832,7.254417095308767,800,0.9923203312481385,0.0010624698939272,26.39459729446023
6.5,319.6927475744383,1.4996284246912774,7.286411974740224,800,1.0,0.001064826289198,27.911288850267045
7.0,319.9743214198678,1.4998761415637591,7.318474153218583,800,1.0,0.0010898300465898,29.47030489961628
7.5,320.1846397881788,1.4999587138545865,7.350667513810071,800,1.0,0.0010550424626195,30.710852309525073
8.0,320.05188644109984,1.499986237951529,7.382525344754541,800,1.0,0.0010806217797194,29.272032789315304
