Time_min,Temperature_K,Temperature_Measured_K,Temperature_Setpoint_K,Pressure_bar,Benzene_Concentration_mol_m3,NitricAcid_Concentration_mol_m3,Volume_m3,Agitator_Speed_rpm,Coolant_Flow_m3_s,Coolant_In_Temp_K,Coolant_Out_Temp_K,Feed_Flow_m3_s
0.0,313.15,313.2683755406877,313.15,1.2,11214.953271028038,0.0,8.916666666666666,800,0.0,298.15,298.15,0.0
0.1,313.01981091150026,312.99541165466155,313.18333333333334,1.1895848729200225,11195.55925597357,11.065761454344061,8.932086255441568,800,0.09433865306303674,298.15,298.44428767368584,0.0025699314624837914
0.2,313.00200177073424,313.27616196490584,313.21666666666664,1.1881601416587408,11174.797080589422,21.791754422793282,8.948081671094071,800,0.0,298.15,313.01981091150026,0.0026659026087504684
0.30000000000000004,312.99487725021464,312.88272877626815,313.25,1.187590180017173,11153.646187112607,31.663647097834755,8.96389722421657,800,0.04512015421782985,298.15,298.76707187705,0.002635925520416587
0.4,313.0544063720402,313.14123571651544,313.2833333333333,1.1923525097632182,11131.96826158822,40.852656971516545,8.97968904890567,800,0.003823476702837391,298.15,303.90481485461834,0.002631970781516538
0.5,313.17898996600644,313.0346605185891,313.31666666666666,1.202319197280517,11109.90601567721,49.32465644284217,8.995365804930879,800,0.0014190447527940105,298.15,309.1534669073122,0.002612792670868138
0.6000000000000001,313.3680721868122,313.4583793875807,313.34999999999997,1.2174457749449765,11087.422719537652,57.133613966539805,9.010972716824282,800,0.0005642291195007422,298.15,312.6357808892834,0.00260115198223404
0.7000000000000001,313.56905754586165,313.5635142777745,313.3833333333333,1.233524603668934,11064.260349452874,64.43869852802777,9.026724457953465,800,0.05536468456771613,298.15,298.6641253170999,0.002625290188197242
0.8,313.81696216795245,313.7742853205657,313.41666666666663,1.253356973436198,11040.660825756662,71.11856861879868,9.042433797170485,800,0.12822124481393574,298.15,298.3803453452119,0.0026182232028367893
0.9,314.11339216089533,314.1699946230264,313.45,1.277071372871628,11016.737470808499,77.10957182737666,9.05800786457977,800,0.28663615430590356,298.15,298.2540473602693,0.0025956779015475313
